0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,33,34,34,34,34
0,0,0,0,27,28,28,28,29,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,33,34,34,34,35,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,39,40,40,40,41,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,34,34,34
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,34,34,34,34
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
